4.629362672926962238e-04,4.000000000000000000e+00
7.102523079716206202e-04,1.300000000000000000e+01
9.575683486505449623e-04,8.000000000000000000e+00
1.204884389329469304e-03,8.000000000000000000e+00
1.452200430008393538e-03,8.000000000000000000e+00
1.699516470687317989e-03,5.000000000000000000e+00
1.946832511366242222e-03,9.000000000000000000e+00
2.194148552045166456e-03,6.000000000000000000e+00
2.441464592724091123e-03,4.000000000000000000e+00
2.688780633403014923e-03,3.000000000000000000e+00
2.936096674081939591e-03,5.000000000000000000e+00
3.183412714760864258e-03,4.000000000000000000e+00
3.430728755439788058e-03,7.000000000000000000e+00
3.678044796118712725e-03,6.000000000000000000e+00
3.925360836797637393e-03,4.000000000000000000e+00
4.172676877476561193e-03,3.000000000000000000e+00
4.419992918155485860e-03,2.000000000000000000e+00
4.667308958834409660e-03,0.000000000000000000e+00
4.914624999513334327e-03,0.000000000000000000e+00
5.161941040192258995e-03,1.000000000000000000e+00
