5.301824820257912130e-01,2.000000000000000000e+00
5.534346660181581612e-01,0.000000000000000000e+00
5.766868500105252204e-01,0.000000000000000000e+00
5.999390340028921687e-01,0.000000000000000000e+00
6.231912179952592279e-01,1.000000000000000000e+00
6.464434019876261761e-01,0.000000000000000000e+00
6.696955859799931243e-01,0.000000000000000000e+00
6.929477699723600725e-01,0.000000000000000000e+00
7.161999539647270208e-01,1.000000000000000000e+00
7.394521379570940800e-01,2.000000000000000000e+00
7.627043219494611392e-01,3.000000000000000000e+00
7.859565059418280875e-01,1.000000000000000000e+00
8.092086899341950357e-01,2.000000000000000000e+00
8.324608739265619839e-01,1.000000000000000000e+00
8.557130579189289321e-01,6.000000000000000000e+00
8.789652419112958803e-01,3.000000000000000000e+00
9.022174259036630506e-01,8.000000000000000000e+00
9.254696098960299988e-01,8.000000000000000000e+00
9.487217938883969470e-01,5.100000000000000000e+01
9.719739778807638952e-01,1.100000000000000000e+02
