-3.407284181855158689e+00,1.100000000000000000e+01
-3.388925145316108445e+00,3.000000000000000000e+00
-3.370566108777058201e+00,1.300000000000000000e+01
-3.352207072238007957e+00,1.500000000000000000e+01
-3.333848035698957712e+00,1.600000000000000000e+01
-3.315488999159907912e+00,8.000000000000000000e+00
-3.297129962620857668e+00,1.500000000000000000e+01
-3.278770926081807424e+00,5.000000000000000000e+00
-3.260411889542757180e+00,6.000000000000000000e+00
-3.242052853003706936e+00,3.000000000000000000e+00
-3.223693816464656692e+00,3.000000000000000000e+00
-3.205334779925606448e+00,0.000000000000000000e+00
-3.186975743386556204e+00,0.000000000000000000e+00
-3.168616706847505959e+00,0.000000000000000000e+00
-3.150257670308455715e+00,0.000000000000000000e+00
-3.131898633769405915e+00,0.000000000000000000e+00
-3.113539597230355671e+00,0.000000000000000000e+00
-3.095180560691305427e+00,1.000000000000000000e+00
-3.076821524152255183e+00,0.000000000000000000e+00
-3.058462487613204939e+00,1.000000000000000000e+00
