-2.826413549504227074e+00,1.000000000000000000e+00
-2.810489834493871353e+00,0.000000000000000000e+00
-2.794566119483515632e+00,0.000000000000000000e+00
-2.778642404473160354e+00,1.000000000000000000e+00
-2.762718689462804633e+00,2.000000000000000000e+00
-2.746794974452448912e+00,5.000000000000000000e+00
-2.730871259442093191e+00,1.500000000000000000e+01
-2.714947544431737469e+00,1.600000000000000000e+01
-2.699023829421381748e+00,8.000000000000000000e+00
-2.683100114411026027e+00,1.000000000000000000e+01
-2.667176399400670306e+00,7.000000000000000000e+00
-2.651252684390315029e+00,9.000000000000000000e+00
-2.635328969379959307e+00,9.000000000000000000e+00
-2.619405254369603586e+00,6.000000000000000000e+00
-2.603481539359247865e+00,4.000000000000000000e+00
-2.587557824348892144e+00,1.000000000000000000e+00
-2.571634109338536867e+00,1.000000000000000000e+00
-2.555710394328181145e+00,3.000000000000000000e+00
-2.539786679317825424e+00,1.000000000000000000e+00
-2.523862964307469703e+00,1.000000000000000000e+00
