-2.389056578651648888e+00,1.000000000000000000e+00
-2.317185697475167672e+00,2.000000000000000000e+00
-2.245314816298686011e+00,2.000000000000000000e+00
-2.173443935122204351e+00,2.200000000000000000e+01
-2.101573053945723135e+00,8.300000000000000000e+01
-2.029702172769241919e+00,5.000000000000000000e+00
-1.957831291592760259e+00,7.000000000000000000e+00
-1.885960410416278821e+00,5.000000000000000000e+00
-1.814089529239797383e+00,6.000000000000000000e+00
-1.742218648063315944e+00,9.000000000000000000e+00
-1.670347766886834506e+00,1.000000000000000000e+01
-1.598476885710352846e+00,2.000000000000000000e+00
-1.526606004533871630e+00,1.400000000000000000e+01
-1.454735123357389970e+00,5.000000000000000000e+00
-1.382864242180908754e+00,1.000000000000000000e+01
-1.310993361004427094e+00,3.000000000000000000e+00
-1.239122479827945877e+00,2.000000000000000000e+00
-1.167251598651464217e+00,7.000000000000000000e+00
-1.095380717474983001e+00,4.000000000000000000e+00
-1.023509836298501341e+00,1.000000000000000000e+00
