3.989607147904029594e-01,1.000000000000000000e+00
4.002915933667227089e-01,0.000000000000000000e+00
4.016224719430424028e-01,0.000000000000000000e+00
4.029533505193620968e-01,0.000000000000000000e+00
4.042842290956818463e-01,0.000000000000000000e+00
4.056151076720015958e-01,0.000000000000000000e+00
4.069459862483213453e-01,0.000000000000000000e+00
4.082768648246410392e-01,0.000000000000000000e+00
4.096077434009607332e-01,0.000000000000000000e+00
4.109386219772804827e-01,0.000000000000000000e+00
4.122695005536002322e-01,0.000000000000000000e+00
4.136003791299199817e-01,0.000000000000000000e+00
4.149312577062396756e-01,0.000000000000000000e+00
4.162621362825593696e-01,0.000000000000000000e+00
4.175930148588791191e-01,0.000000000000000000e+00
4.189238934351988686e-01,0.000000000000000000e+00
4.202547720115186181e-01,0.000000000000000000e+00
4.215856505878383120e-01,0.000000000000000000e+00
4.229165291641580060e-01,0.000000000000000000e+00
4.242474077404777555e-01,1.000000000000000000e+00
